ProductID,Clothes Type,Price,Selled Quantity,Overall Rating,sentiment_appearance,sentiment_delivery,sentiment_fabric_quality,sentiment_others,sentiment_packaging,sentiment_price,sentiment_service,sentiment_size_fit,text
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,"Đôi khi phải giữ khoảng cách với một ai đó, không phải vì hết quan tâm, mà vì bạn biết dù thế nào đi nữa, thì người đó vẫn không thuộc về mình ."
62,Women's Shirt,89000,479,4.5,positive,positive,,,positive,,,,"Hàng đẹp như hình, giao hàng nhanh, đóng gói ok. Rất hài lòng"
62,Women's Shirt,89000,479,4.5,,positive,,,,,,positive,"Giao hàng nhanh, đúng mẫu, đồ mặc khá vừa, không quá rộng hay chật"
62,Women's Shirt,89000,479,4.5,,,,,,,positive,,"Đã nhận được hàng từ trưa nay, đủ sản phẩm. Rất hài lòng về thái độ phục vụ của shop, shop rất tâm lý khi đã che tên sp lại ạ, tks shop. Sẽ quay lại ủng hộ shop tiếp ạ."
62,Women's Shirt,89000,479,4.5,,,,,,,,positive,"Áo mặc vừa, nâng ngực tốt. Shop có gởi kèm 1 dây trong và 1 dây áo đen. Có cả dây cột phía trước, rất okay ạ"
62,Women's Shirt,89000,479,4.5,positive,,,,,,,,"sp đẹp, đúng size, đúng màu, đúng mã. nói chung chất lượng ok. Hình ảnh mang tính chất minh họa."
62,Women's Shirt,89000,479,4.5,,,positive,,,,,,"Sản phẩm có chất lượng tốt, đã mua nhiều lần tại shop rồi. Nên mua dùng nha mọi người. Mình chỉ gợi ý thôi nha. Ủng hộ shop 5 sao và Shipper 5 sao nha."
62,Women's Shirt,89000,479,4.5,,positive,positive,,,,,,Giao hàng nhanh. Chất lượng lượng tốt. Có kèm dây áo.
62,Women's Shirt,89000,479,4.5,,positive,,,positive,positive,,,"Đóng gói kỹ lưỡng, giống như mô tả, giá tốt, giao hàng nhanh bất ngờ"
62,Women's Shirt,89000,479,4.5,positive,,,,,,,,"Hàng đẹp, chất lượng tốt"
62,Women's Shirt,89000,479,4.5,,,,,,,,positive,ôm ng. Size đúng với mô tả nên vừa in luôn. Cảm giác mặc rất thoải mái. Quần chất lượng 5*
62,Women's Shirt,89000,479,4.5,positive,positive,,,positive,,,,sản phẩm đẹp chất lượng giao nhanh đóng gói kĩ
62,Women's Shirt,89000,479,4.5,,,,,,,positive,,Rất ưng ý nha mn còn tặng kèm dây áo trong và dây áo của áo nứa shop rất tâm lý
62,Women's Shirt,89000,479,4.5,positive,,,,,,,,đẹp lắm mọi ngưới ơiiiii chất siêu mê luônn Rất đang đồng tiền bát gạo
62,Women's Shirt,89000,479,4.5,positive,positive,,,,,,,"sản phẩm rất đẹp, giao hàng nhanh, cho shop 5 sao, sẽ ủng hộ tiếp vào lần sau."
62,Women's Shirt,89000,479,4.5,positive,,,,,,,,"co dây điều chỉnh mặc rất thích, phối áo ống đồ ko dây đẹp lắm ạ"
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,"áo không tuột, cúp mềm, dáng tự nhiên"
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,hốt nhanh e này để dành mặc đầm dây áo ống nha chị em. rất ok đó
62,Women's Shirt,89000,479,4.5,,positive,,,,,positive,,"rất ưng ý với sản phẩm của shop luôn ạ, giao hàng nhanh nhiệt tình"
62,Women's Shirt,89000,479,4.5,positive,,positive,,,positive,,,Sản phẩm đẹp và rẻ hơn những shop khác. Chất lượng oklaaaaaaa
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,Sp tốt
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,Chưa sử dụng
62,Women's Shirt,89000,479,4.5,positive,,,,,,,,đẹp
62,Women's Shirt,89000,479,4.5,positive,,,,,,,,"áo đẹp hơn hình nha,mọi người lên mua"
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,tốt
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,rất hài lòng
62,Women's Shirt,89000,479,4.5,positive,,,,,,,,áo đẹp lắm có dây rút điều chỉnh rất ok
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,good
62,Women's Shirt,89000,479,4.5,positive,,,,,,,,Đẹp
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,Good
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,rất ôm ngực tạo khe rất ok luôn ạ
62,Women's Shirt,89000,479,4.5,positive,,,,,,,,"Rất đẹp , túi xịn xò"
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,.
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,Áo ok
62,Women's Shirt,89000,479,4.5,,,positive,,,,,,mềm êm
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,ok lắm nha shop
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,rất ưng
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,Đặt mua szai 36 sao lại gửi 38 lớn quá ko mặc đc ‘ mong shop coi lại và đổi lại dùm ‘ cảm ơn nhiều
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,Áo ngực ổn nhưng lại thiếu dây ở giữa. Mình hơi thất vọng về độ chỉn chu của shop khi kiểm tra sản phẩm trước khi gửi cho khách. Mua 2 sản phẩm mà cả 2 sản phẩm đều có vấn đề.
62,Women's Shirt,89000,479,4.5,,,positive,,,,,,"Khuyên mọi người ko nên mua, chưa bao giờ mua hàng tiki mà tệ như vậy, vải đẹp, nhưng mặc vào dáng ngực xấu vô cùng"
62,Women's Shirt,89000,479,4.5,,,,,,negative,,,"Thô ,xấu, giá vậy quá đắt, mua cái áo cài trước rẻ phân nửa tháo dây mặc đẹp hơn gấp nhiều lần"
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,"ko hài lòng. sp cứng, ko khó chịu. ko mặc đc."
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,"sao mình ko dc gửi cái sợi dây nhỉ, vs lại bị lẻ 1 cái gọngg đen"
62,Women's Shirt,89000,479,4.5,positive,,,,,,,negative,"thiết kế trông đẹp nhưng không thực tế, ngực mặc rất chật, quả ngực ôm ko đẹp, thô, hay rớt."
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,Mặc vào vẫn tuột như thường ạ
62,Women's Shirt,89000,479,4.5,negative,,,,,,,,Sản phẩm ko đúng miêu tả rất xấu
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,Ổn. Tiện cho mặc váy k dây
62,Women's Shirt,89000,479,4.5,,positive,,,,,,,"dùng ổn, giao hàng nhanh."
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,"áo cũng được , mềm hơn chút"
62,Women's Shirt,89000,479,4.5,,,positive,,,,,,Chất đẹp nhưng mua về mình cũng chưa dùng đến nên không biết ntn
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,Ổn
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,Không có kèm dây rút trước ngực
62,Women's Shirt,89000,479,4.5,negative,,,,,,,,form áo mặc lên ko đẹp lắm
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,form k như hình
62,Women's Shirt,89000,479,4.5,,,,neutral,,,,,Hài lòng
62,Women's Shirt,89000,479,4.5,,positive,,,positive,,,,"(*) Đánh giá không tính điểmĐóng gói cẩn thận, giao hàng nhanh"
63,Women's Shirt,107000,7,5.0,,,,neutral,,,,,tốt
64,Women's Shirt,165000,5,1.0,,,,neutral,,,,,"Đặt mẫu này,  lấy mẫu khác giao,  làm ăn mà không có tâm gì hết vậy shop."
65,Women's Shirt,69000,36,5.0,,,,,,,,negative,"Chất mềm có điều lúc mặc phần dây 2 bên bị nhăn nhiều, chắc do mình mặc hơi bị chật chút dù có nhờ shop tư vấn size rồi. Dù sao cũng ok hoan hỉ cho shop 5 sao"
57,Women's Shirt,104000,4,5.0,positive,,positive,,,,,,"Áo đẹp. Vải mặc mát, hình in sắc nét. Sẽ mua thêm."
66,Dress,200000,60,4.8,,positive,positive,,,,,,Vải giày dặn xinh xắn. Tiền nào của nấy. Shipper dễ thương. Giao hàng rất nhanh.???
66,Dress,200000,60,4.8,,,,neutral,,,,,good
66,Dress,200000,60,4.8,,,,neutral,,,,,Ok
66,Dress,200000,60,4.8,,,,neutral,,,,,thích
66,Dress,200000,60,4.8,,,,neutral,,,,,cũng tạm
66,Dress,200000,60,4.8,,,,neutral,,,,,hài lòng
67,Women's Shirt,186000,52,4.6,,,,,positive,,,,đóng hàng cẩn thận giao đúng ngày hàng y hình
67,Women's Shirt,186000,52,4.6,,,,neutral,,,,,Tot
67,Women's Shirt,186000,52,4.6,positive,,,,,,,,Đẹp
67,Women's Shirt,186000,52,4.6,,,,neutral,,,,,.
67,Women's Shirt,186000,52,4.6,,,,neutral,,,,,Shop giao ko đúng màu đã đặtChán
67,Women's Shirt,186000,52,4.6,,,,neutral,,,,,Ok
68,Women's Shirt,519000,7,4.5,positive,,,,,,,negative,"Áo đẹp, mẫu đẹp, nhưng form áo lúc nào cũng to hơn mình đặt mấy lần khác size mà chưa vừa size nào hết"
68,Women's Shirt,519000,7,4.5,,,,neutral,,,,,"Áo khá ổn, có gọng, mình đặt rất nhiều size để thử nhưng form bình thường mình dùng là 36/80 thì giờ của sa chỉ còn 34/75B"
68,Women's Shirt,519000,7,4.5,,,,,,,,negative,"Áo có gọng, form cứng, hơi rộng xíu"
69,Women's Pants,73000,103,4.7,,,,neutral,,,,,Tốt
69,Women's Pants,73000,103,4.7,,,,,,,,negative,cũng ổn nhg mình cao m65 nên váy này hơi ngắn
69,Women's Pants,73000,103,4.7,,,,,,negative,,,ưng với kiểu dáng và rẻ tiền có chất lượng
69,Women's Pants,73000,103,4.7,,,,neutral,,,,,hài lòng
69,Women's Pants,73000,103,4.7,,,,neutral,,,,,Hàng chất lượng
69,Women's Pants,73000,103,4.7,positive,,,,,,,,Đẹp
69,Women's Pants,73000,103,4.7,positive,,,,,,,,Đầm mỏng nhưng xinh. Mặc kèm áo khoác bên ngoài thì xinh cực lun
69,Women's Pants,73000,103,4.7,,,,neutral,,,,,hàng ko đúng như hình ảnh vì quá nhỏ
69,Women's Pants,73000,103,4.7,positive,,,,,,,,đẹp giá cả phải chăng
70,Women's Pants,29000,19,4.2,,,,neutral,,,,,Rất Hoài lòng
70,Women's Pants,29000,19,4.2,,,,neutral,,,,,Rat ok
70,Women's Pants,29000,19,4.2,,,,neutral,,,,,Ok
70,Women's Pants,29000,19,4.2,,,,neutral,,,,,Làm ăn chẳng có quy tính giao hàng không đúng mẩu
71,Women's Shirt,120000,15,4.0,,,,neutral,,,,,Nói đổi Size mà ko đổi. Ko uy tín
72,Women's Pants,20250,180,5.0,positive,,,,,,,,Đẹp mềm mon
72,Women's Pants,20250,180,5.0,,,positive,,,,,,Quyến rũ sexy vải mềm mịn rất xẹp lun ạHàng shop món nào cũng xịn xò hết
72,Women's Pants,20250,180,5.0,,,,neutral,,,,,Muốn chech chi chinh đẹp quyễn rũ thì k thể thiếu e này. phải luôn xinh đẹp
72,Women's Pants,20250,180,5.0,,,,neutral,,,,,Đc
72,Women's Pants,20250,180,5.0,,,,neutral,,,,,Good
72,Women's Pants,20250,180,5.0,,,,,,,,negative,quần hơi rộng
73,Women's Shirt,144000,26,4.8,positive,,positive,,,,,,"may tốt, vải được , rộng và dài dễ sửa, dáng đẹp thích hợp mọi kích cỡ"
74,Women's Shirt,48000,160,4.7,,,,neutral,,,,,Hài lòng! Sẽ mua lại nếu có nhu cầu!
74,Women's Shirt,48000,160,4.7,,,,,,,,positive,Áo có giãn khi mặc vào thoải mái.
74,Women's Shirt,48000,160,4.7,,,,neutral,,,,,người gầy gầy mặc sẽ ổn hơn
75,Women's Pants,327000,183,4.7,,,,neutral,,,,,Sản phẩm tốt
75,Women's Pants,327000,183,4.7,positive,,positive,,positive,positive,,,"form đẹp, mỏng mịn mát, bao bì đẹp lịch sự, giá tốt"
75,Women's Pants,327000,183,4.7,,positive,positive,,,,,,"giao hàng nhamh ghê, hôm qua đặt sáng mai đã có, mua lần 2 ryi vì mặc rất thích, thoải mái."
75,Women's Pants,327000,183,4.7,positive,,positive,,,,,,Chất vải tốt. Màu cũng dc. Mình thích loại Flexi này
75,Women's Pants,327000,183,4.7,positive,,positive,,,,,,"Chất liệu vải mát, quần đẹp……"
75,Women's Pants,327000,183,4.7,,,positive,,,,,,"Chất liệu tốt, giá cạnh tranh"
75,Women's Pants,327000,183,4.7,,,positive,,,,,,"rất thích, chất vải mềm mịn, mặc nhẹ nhàng ko bó sát"
75,Women's Pants,327000,183,4.7,,,,neutral,,,,,"Hon ca mong đoi, quan chat cottong min ,ben, mat. Mac rat thoai mai. Rat cam on Shop va Tiki."
75,Women's Pants,327000,183,4.7,,,positive,,,,,,"vải đẹp, mặt mát nha"
75,Women's Pants,327000,183,4.7,,,positive,,,,,,"Vải tốt, co dãn tốt"
75,Women's Pants,327000,183,4.7,positive,,,,,,,,Giá tiost. Màu sắc đẹp
75,Women's Pants,327000,183,4.7,,,,neutral,,,,,tốt
75,Women's Pants,327000,183,4.7,,,,neutral,,,,,hi
75,Women's Pants,327000,183,4.7,,,negative,,,,,," Vừa mặc đã đứt chỉ. Phía trước và sau. Vải thun giãn và mỏng. Lần đầu đặt hàng quần lót trên mạng do đã xem đánh giá tốt. Chưa bao giờ mua phải hàng tệ, không bằng quần xài 1 lần. Chỉ nên mua trên mạng... Xem thêm"
75,Women's Pants,327000,183,4.7,,,,,,negative,,,"hơi đắt, với sao giao sao có 2 cái cùng màu nè"
75,Women's Pants,327000,183,4.7,,,,,,,,negative,Chất liệu pha. Size nhỏ hơn bình thường.
75,Women's Pants,327000,183,4.7,,,,,negative,,,,đóng gói cẩn thận mình hài lòng về sản phẩm
75,Women's Pants,327000,183,4.7,,,,neutral,,,,,chọn nhầm size nên không mặc được
75,Women's Pants,327000,183,4.7,,,,neutral,,,,,"Tạm ổn, lưng hơi cao"
75,Women's Pants,327000,183,4.7,,,,neutral,,,,,Size m. Thoải mái
76,Women's Pants,75000,129,4.6,,,positive,,,,,,"Vải đẹp, giống hình !😀* đã giặt *"
76,Women's Pants,75000,129,4.6,,,positive,,,,,,"Quần đùi màu đen ,giống hình,mặc vào rất thoải mái,vải đẹp"
76,Women's Pants,75000,129,4.6,,,positive,,,,,,Vải mềm đúng màu
76,Women's Pants,75000,129,4.6,positive,,positive,,,,,,Vải mềm đẹp
76,Women's Pants,75000,129,4.6,positive,,,,,,,,đẹp như hình
76,Women's Pants,75000,129,4.6,,,positive,,,,,,"Chất mặc mát, form tạm ổn"
76,Women's Pants,75000,129,4.6,,,,neutral,,,,,Màu thực tế không vàng tươi như hình!
76,Women's Pants,75000,129,4.6,,,,,,,,positive,mặc khá thoải mái
77,Women's Shirt,241530,236,4.7,positive,positive,,,,,,,"hàng giống hình và mô tả, đường may chắc chắn, có quần ở trong váy, có mút đệm ngực, đó giờ chưa bận tay dài nên thấy tay áo hơi bó xíu. Đóng gói giao hàng nhanh dã man, rất đáng mua"
77,Women's Shirt,241530,236,4.7,positive,,,,,,,,"Đồ xinh lắm nhé shop, mỗi tội mình hơi bị chật cái tay, nhưng mà không sao, mặc ổn lắm nè"
77,Women's Shirt,241530,236,4.7,positive,,,,,,,,"rất đẹp, chuẩn size như miêu tả."
77,Women's Shirt,241530,236,4.7,,,positive,,,,,,"Chất vải đẹp, form dáng ok."
77,Women's Shirt,241530,236,4.7,,,,neutral,,,,,ok
77,Women's Shirt,241530,236,4.7,,positive,positive,,,,,,Chất vải đẹp. có lót mút và có gọng ôm ngực. Giao hàng nhanh!
77,Women's Shirt,241530,236,4.7,positive,,,,,,,,Sản phẩm tốt đẹp giống hình nên mua ạ
77,Women's Shirt,241530,236,4.7,,,,neutral,,,,,Love it😍
77,Women's Shirt,241530,236,4.7,positive,,,,,,,,Đẹp
77,Women's Shirt,241530,236,4.7,,,,,,,,positive,Vừa vặn.
77,Women's Shirt,241530,236,4.7,,positive,,,,,,,"Khá hài lòng, giao hàng nhanh và uy tín. Mua hàng TIKI uy tín."
77,Women's Shirt,241530,236,4.7,,,positive,,,,,,chất lượng tốt  .giống hình
77,Women's Shirt,241530,236,4.7,,,positive,,,,,negative,"Hơi rộng, nhưng chất vải ok"
77,Women's Shirt,241530,236,4.7,,positive,,,,,,,"bộ đồ cute, size chuẩn. giao nhanh"
77,Women's Shirt,241530,236,4.7,,,,neutral,,,,,rất tốt
77,Women's Shirt,241530,236,4.7,negative,,,,,,,,"Ko đúng như mô tả theo hình, áo ngắn 20cm, mặc vừa đến chân ngực ko dài đến phần eo bụng. Rất xấu, chất liệu vải có thể đúng với giá cả, nhưng kích cỡ phải đúng như mẫu quảng cáo mới được."
77,Women's Shirt,241530,236,4.7,,,,neutral,,,,,Độ dài áo không giống ảnh minh hoạ nha. Ngắn hơn nhiều. Làm mất đẹp của dáng áo như chụp trên ảnh mà shop đăng bán hàng
77,Women's Shirt,241530,236,4.7,,positive,,,positive,,,,"Hài lòng. Đóng gói cẩn thận, hàng thun mềm, như miêu tả. Giao nhanh."
77,Women's Shirt,241530,236,4.7,,,positive,,,,,,"Chất liệu ổn, nhưng bị lỗi có vết cắt này ."
77,Women's Shirt,241530,236,4.7,,,positive,,,,,,"Chất rất đẹp, kiểu dáng y hình, nhưng 2 dây buộc sau lưng ngắn và dai chân váy bản nhỏ hơn hình ảnh"
77,Women's Shirt,241530,236,4.7,,,,,,,,negative,Áo hơi chật và ngắn
77,Women's Shirt,241530,236,4.7,negative,,,,,,,,mẫu  may không đúng mặt vải
77,Women's Shirt,241530,236,4.7,,,,,,,,negative,"Sz nhỏ quá ,nhắn tin xin đổi ko thấy trả lời .Shop bán hàng ko có tâm"
77,Women's Shirt,241530,236,4.7,positive,,,,,,,,Do dep
77,Women's Shirt,241530,236,4.7,,,,neutral,,,,,mút to quá ...............
78,Women's Pants,189000,62,5.0,,,positive,,,,,,"Hàng nhận y như hình quảng cáo. Màu sắc toàn những màu yêu thích. Chất vải mát, size chuẩn. Sản phẩm đáng mua nha mọi người"
79,Women's Shirt,57300,487,4.6,positive,,positive,,,,,,"Kiểu dáng đẹp, chất liệu có giãn"
79,Women's Shirt,57300,487,4.6,positive,,positive,,,,,,"áo giống hình shop đăng rất đẹp nhưng là chất liệu thun co giãn ngực to mặt không đứng ngực hơi bè ra 2 bên ,thích hợp cho các cô lớn tuổi tầm 60 đổ lên mặt rất thoải mái"
79,Women's Shirt,57300,487,4.6,,,positive,,,,,,Rất tiện dụng cho người già và người đau tay ko với sau lưng được. Vải co giãn tốt. Rất nên mua nha! .  m
79,Women's Shirt,57300,487,4.6,,,,neutral,,,,,"êm,cai trước ngực thuan tien cho cái tay dau của tôi.Cảm ơn shop đã nhập về sp cho nguoi lớn tuổi..Thành phần người lớn tuổi ở vn rất nhiều, nhưng kiếm đó lót thích hợp ít có ."
79,Women's Shirt,57300,487,4.6,,,positive,,,,,,"Tốt và thoải mái. Áo làm bằng vải cotton rất tốt, Ai bị đau tay cần mua loại áo này: dễ mặc."
79,Women's Shirt,57300,487,4.6,,,,neutral,,,,,"Rất tốt, rất tiện dụng. Mua tốt nha!"
79,Women's Shirt,57300,487,4.6,positive,positive,,,,,,,"Giao hàng nhanh, sản phẩm đẹp, sử dụng tốt, hài lòng"
79,Women's Shirt,57300,487,4.6,positive,,positive,,,,,,"Chất liệu mềm mịn, đường may đẹp mặc không bị cấn.Vừa vặn theo form ngực. Mình rất hài lòng. Cám ơn shop."
79,Women's Shirt,57300,487,4.6,,,,,,,,positive,"Giao đúng màu, mẫu. Ko nâng ngực nhưng mặc ở nhà rất thoải mái. Mẹ mình thích lắm"
79,Women's Shirt,57300,487,4.6,positive,,,,,,,positive,mình nhận đc hàng rồi . áo rất đẹp măc thoải mái . nói chung rất ok .
79,Women's Shirt,57300,487,4.6,,,positive,,,,,,bà xã lớn tuổi rồi nên thich sản phẩm mỏng như này mặc mat
79,Women's Shirt,57300,487,4.6,,,,,,,,positive,Vừa vặn theo size hợp người lớn tuỏi
79,Women's Shirt,57300,487,4.6,,,,neutral,,,,,Mẹ mình ưng quá đòi đặt thêm 1 chục
79,Women's Shirt,57300,487,4.6,,,,,,,,positive,"Mặc thoải mái, dễ chịu, shop gửi hàng đúng yêu cầu"
79,Women's Shirt,57300,487,4.6,positive,,,,,,,,áo đẹp chất lượng
79,Women's Shirt,57300,487,4.6,,,,neutral,,,,,tốttt
79,Women's Shirt,57300,487,4.6,positive,,,,,,,,áo đẹp
79,Women's Shirt,57300,487,4.6,,,,,,,,positive,mặc thoải mái.rat tốt
79,Women's Shirt,57300,487,4.6,,,,,,,,positive,ưng ý thấy thoải mái
79,Women's Shirt,57300,487,4.6,,,,neutral,,,,,👍
79,Women's Shirt,57300,487,4.6,,,,neutral,,,,,tốt thoáng mát
79,Women's Shirt,57300,487,4.6,,,,neutral,,,,,hài lòng sản phẩm ok
79,Women's Shirt,57300,487,4.6,,,,neutral,,,,,okay
79,Women's Shirt,57300,487,4.6,,,,neutral,,,,,Ok
79,Women's Shirt,57300,487,4.6,,,,neutral,,,,,"Đặt hàng sz 40, shop giao sz 42. Đề nghị Tiki giúp tôi trả hàng và hoàn tiền!"
79,Women's Shirt,57300,487,4.6,,,,neutral,,,,,"Không như mẫu quảng cáo,không được hài lòng cho mấy"
79,Women's Shirt,57300,487,4.6,,,,neutral,,,,,"Áo vải nhẹ, co giãn, phần cài phía trước phù hợp thuận tiện cho người lớn không đưa tay ra phía sau lưng cài khó."
79,Women's Shirt,57300,487,4.6,,positive,,,,,,,"giao áo đúng size, đúng màu, giao nhanh, ko được mịn như quảng áo"
79,Women's Shirt,57300,487,4.6,,positive,,,positive,,,,"Giao đúng mẫu, đúng mầu, đóng gói cẩn thận, giao hàng nhanh"
79,Women's Shirt,57300,487,4.6,,,positive,,,,,,"Chất liệu vải thoáng, tốt."
79,Women's Shirt,57300,487,4.6,,,positive,,,,,,Mình order cho phụ huynh thấy chất lượng và kiểu dáng ổn
79,Women's Shirt,57300,487,4.6,,,,,,,,negative,đổi hộ sang sai 40 vì lấy 42 rộng quá
79,Women's Shirt,57300,487,4.6,,positive,neutral,,,,,,Bình thường. Giao hàng nhanh
79,Women's Shirt,57300,487,4.6,,,positive,,,,,,"Áo vải mềm, mặc đúng size, hài lòng sản phẩm"
79,Women's Shirt,57300,487,4.6,negative,,,,,,,negative,"Áo ko giống hình ảnh, sp quá xấu form rộng"
79,Women's Shirt,57300,487,4.6,negative,,,,,,,,"Hàng china vải mau dản ,ko đẹp lắm"
79,Women's Shirt,57300,487,4.6,,,,,,,,negative,Áo không có size nhỏ
80,Women's Shirt,92000,502,4.7,,,,,,,positive,,"Giá trị của 1 sản phẩm không chỉ nằm ở chính nó, mà còn ở cách phục vụ. Hài lòng vì tư vấn kỹ, cho đổi trả lại size không vừa, thái độ nhân viên bên shop rất nhiệt tình, tư vấn cho mình suốt buổi.kkk."
80,Women's Shirt,92000,502,4.7,positive,,,,positive,,,," đường may ở cổ áo đẹp, không bị lệch hay dồn cục, bao bì đẹp, đóng gói kỹ càng,  mình thích mặc áo vải cotton 100% vì thấm hút mồ hôi cực tốt mà nhanh khô nữa, giờ hiếm shop nào làm có tâm như shop goking... Xem thêm"
80,Women's Shirt,92000,502,4.7,positive,,positive,,,,,,"màu áo đẹp lắm, mình nhận được hàng thấy áo giống hình không làm mình thất vọng, chất vải mình kiểm tra thì thấy thấm hút mồ hôi tốt, chất cotton nên không giặt máy được phải giặt tay,"
80,Women's Shirt,92000,502,4.7,positive,,positive,,,,,," áo thì đẹp đó, mềm mịn.mình mua 1 áo thun và 1 áo khoác, nhưng chưa hài lòng lắm shop đổi lại size hơi chậm có thể là hơi ít nhân viên, shop nên xem lại nhé, vì chất lượng vải tốt nên vẫn cho shop 5 sao... Xem thêm"
80,Women's Shirt,92000,502,4.7,positive,,,,,,,,"lần đầu tiên mua hàng mới thấy có shop hàng đẹp còn có giấy chứng nhận nữa, thật sự đánh giá cao shop, rất vui hy vọng sẽ có nhiều shop như vậy"
80,Women's Shirt,92000,502,4.7,positive,positive,,,positive,,,,"áo vải đẹp, đóng gói cẩn thận,giao hàng thân thiện.ao khá dài  mình cao 1m7 năng 47kg mặc sezi L vừa đẹp. lần sau sẽ ủng hộ shop"
80,Women's Shirt,92000,502,4.7,,,positive,,,,,,Áo k có bị mỏng from đẹp
80,Women's Shirt,92000,502,4.7,,positive,positive,,,,,,"áo form nữ có làm eo, lúc trước mình không để ý mua nhầm áo nam nên form suông, xem lại mới biết nên mua thêm, cơ mà vải áo mặc rất thích luôn, giao hàng nhanh chóng, cho shop 5 sao nè"
80,Women's Shirt,92000,502,4.7,,,positive,,,,,,"Hàng Việt Nam chất lượng cao, cảm ơn shop. Chất vải đẹp, theo mình tìm hiểu thì sản phẩm của GOKING hoàn toàn nguyên liệu từ cotton, mặc rất thoáng, rất đáng đồng tiền bỏ ra."
80,Women's Shirt,92000,502,4.7,,positive,,,,,,positive,"Áo form ôm vừa người, trước có đến shop mua 1 lần rồi, thích quá nên giờ lên tiki mua thêm cái nữa, shop giao hàng nhanh lẹ, có giảm giá cho khách cũ, Sẽ giới thiệu cho bạn bè cùng mua"
80,Women's Shirt,92000,502,4.7,positive,,positive,,,,,,"bên ngoài áo màu vàng xinh lắm mà sao mình chụp bằng điện thoại nó không lên được đúng màu, vải áo mặc mát, áo ôm eo tôn dáng lắm, nhưng mà size áo hơi nhỏ"
80,Women's Shirt,92000,502,4.7,positive,,positive,,,,,positive,"màu áo đẹp mình thích nhất là màu vàng tươi này của shop ở ngoài trông đẹp, form nữ có đường ôm phần eo tôn dáng, chất vải mặc mát, thấm hút mồ hôi tốt"
80,Women's Shirt,92000,502,4.7,positive,,positive,,positive,,,positive,"mình mua áo của Goking cũng được vài lần, lần nào đồ cũng ưng, form đẹp vải đẹp, đường may đẹp, bao bì đẹp có cả thư cảm ơn nữa, sẽ ủng hộ tiếp."
80,Women's Shirt,92000,502,4.7,,,,,,,positive,,"thấy shop có giấy chứng nhận của viện dệt may là thích rồi, chất lượng theo tiêu chuẩn, shop dễ thương."
80,Women's Shirt,92000,502,4.7,,,,neutral,,,,,"rất sợ mua quần áo trên mạng vì bán hàng đểu nhưng shop này là 1 trong số ít hiếm hoi tôi tin tưởng uy tín, nhỡ có sai màu hay không thích cũng đổi trả được cho shop"
80,Women's Shirt,92000,502,4.7,,,,neutral,,,,,"ai đã mặc hàng của shop rồi, mặc hàng khác sẽ cảm thấy rất nóng, màu bên shop thực tế hơi khác chút. Nhưng nói chung OK."
80,Women's Shirt,92000,502,4.7,,,,neutral,,,,, mình đã mua 2 áo dựa vào cân nặng nhưng đúng là cân nặng chỉ mang tính tham khảo. nay mình có nhu cầu đổi 2 áo XL thành 2 áo XXL thì làm cách nào ạ? vui lòng hướng dẫn giúp mình. cảm ơn tiki rất nhiều.... Xem thêm
80,Women's Shirt,92000,502,4.7,,,,neutral,,,,,"mua lần thứ 2 bên shop, áo mặc thích cực, mình là cái đứa hay ra mồ hôi mà mặc thấy thoáng lắm luôn hút mồ hôi nhanh, đúng là tiền nào của đấy thôi"
80,Women's Shirt,92000,502,4.7,,negative,,,positive,,,,"mua của shop 3 sản phẩm mà cái nào form cũng đẹp, bao bì đẹp làm quà tặng cho bạn bè hay người thân đều được nè, shop giao hàng đợt này hơi chậm"
80,Women's Shirt,92000,502,4.7,,positive,positive,,positive,,,neutral,"Giao hàng nhanh, đóng gói chắc chắn, vải mặc rất mát và form đẹp. Tiếc là mình đặt size bị nhỏ nên mặc hơi ôm. Sẽ tiếp tục ủng họp shop."
80,Women's Shirt,92000,502,4.7,,,positive,,,,,,"thích nhất áo bên shop form suông che bụng rất tốt, vải cũng dày dặn nữa, tiền nào của nấy"
